dates,start,visitor,pts_visitor,home,pts_home,ot,attendance,arena,urls,id
"Wed, Feb 26, 2020",7:30p,Minnesota Timberwolves,129,Miami Heat,126,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/202002260MIA.html,202002260MIA
"Wed, Feb 26, 2020",8:00p,Memphis Grizzlies,112,Houston Rockets,140,,"18,055",Toyota Center,https://www.basketball-reference.com/boxscores/pbp/202002260HOU.html,202002260HOU
"Wed, Feb 26, 2020",8:30p,Dallas Mavericks,109,San Antonio Spurs,103,,"18,354",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/202002260SAS.html,202002260SAS
"Wed, Feb 26, 2020",9:00p,Los Angeles Clippers,102,Phoenix Suns,92,,"15,157",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/202002260PHO.html,202002260PHO
"Wed, Feb 26, 2020",10:30p,Boston Celtics,114,Utah Jazz,103,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/202002260UTA.html,202002260UTA
"Thu, Feb 27, 2020",7:00p,New York Knicks,106,Philadelphia 76ers,115,,"20,175",Wells Fargo Center,https://www.basketball-reference.com/boxscores/pbp/202002270PHI.html,202002270PHI
"Thu, Feb 27, 2020",8:00p,Portland Trail Blazers,100,Indiana Pacers,106,,"16,872",Bankers Life Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/202002270IND.html,202002270IND
"Thu, Feb 27, 2020",8:00p,Sacramento Kings,108,Oklahoma City Thunder,112,,"18,203",Chesapeake Energy Arena,https://www.basketball-reference.com/boxscores/pbp/202002270OKC.html,202002270OKC
"Thu, Feb 27, 2020",10:30p,Los Angeles Lakers,116,Golden State Warriors,86,,"18,064",Chase Center,https://www.basketball-reference.com/boxscores/pbp/202002270GSW.html,202002270GSW
"Fri, Feb 28, 2020",7:00p,Minnesota Timberwolves,125,Orlando Magic,136,,"18,846",Amway Center,https://www.basketball-reference.com/boxscores/pbp/202002280ORL.html,202002280ORL
"Fri, Feb 28, 2020",7:30p,Brooklyn Nets,118,Atlanta Hawks,141,,"17,034",State Farm Arena,https://www.basketball-reference.com/boxscores/pbp/202002280ATL.html,202002280ATL
"Fri, Feb 28, 2020",7:30p,Charlotte Hornets,99,Toronto Raptors,96,,"19,800",Scotiabank Arena,https://www.basketball-reference.com/boxscores/pbp/202002280TOR.html,202002280TOR
"Fri, Feb 28, 2020",8:00p,Sacramento Kings,104,Memphis Grizzlies,101,,"17,794",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/202002280MEM.html,202002280MEM
"Fri, Feb 28, 2020",8:00p,Dallas Mavericks,118,Miami Heat,126,,"19,704",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/202002280MIA.html,202002280MIA
"Fri, Feb 28, 2020",8:00p,Oklahoma City Thunder,86,Milwaukee Bucks,133,,"18,412",Fiserv Forum,https://www.basketball-reference.com/boxscores/pbp/202002280MIL.html,202002280MIL
"Fri, Feb 28, 2020",8:00p,Cleveland Cavaliers,104,New Orleans Pelicans,116,,"18,304",Smoothie King Center,https://www.basketball-reference.com/boxscores/pbp/202002280NOP.html,202002280NOP
"Fri, Feb 28, 2020",9:00p,Detroit Pistons,113,Phoenix Suns,111,,"17,142",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/202002280PHO.html,202002280PHO
"Fri, Feb 28, 2020",9:00p,Washington Wizards,119,Utah Jazz,129,,"18,306",Vivint Smart Home Arena,https://www.basketball-reference.com/boxscores/pbp/202002280UTA.html,202002280UTA
"Fri, Feb 28, 2020",10:30p,Denver Nuggets,103,Los Angeles Clippers,132,,"19,068",STAPLES Center,https://www.basketball-reference.com/boxscores/pbp/202002280LAC.html,202002280LAC
"Sat, Feb 29, 2020",5:00p,Chicago Bulls,115,New York Knicks,125,,"19,812",Madison Square Garden (IV),https://www.basketball-reference.com/boxscores/pbp/202002290NYK.html,202002290NYK
"Sat, Feb 29, 2020",7:30p,Portland Trail Blazers,117,Atlanta Hawks,129,,"17,765",State Farm Arena,https://www.basketball-reference.com/boxscores/pbp/202002290ATL.html,202002290ATL
"Sat, Feb 29, 2020",7:30p,Brooklyn Nets,113,Miami Heat,116,,"19,600",AmericanAirlines Arena,https://www.basketball-reference.com/boxscores/pbp/202002290MIA.html,202002290MIA
"Sat, Feb 29, 2020",8:00p,Indiana Pacers,113,Cleveland Cavaliers,104,,"19,432",Rocket Mortgage Fieldhouse,https://www.basketball-reference.com/boxscores/pbp/202002290CLE.html,202002290CLE
"Sat, Feb 29, 2020",8:00p,Los Angeles Lakers,88,Memphis Grizzlies,105,,"17,794",FedEx Forum,https://www.basketball-reference.com/boxscores/pbp/202002290MEM.html,202002290MEM
"Sat, Feb 29, 2020",8:30p,Houston Rockets,111,Boston Celtics,110,OT,"19,156",TD Garden,https://www.basketball-reference.com/boxscores/pbp/202002290BOS.html,202002290BOS
"Sat, Feb 29, 2020",8:30p,Orlando Magic,113,San Antonio Spurs,114,,"18,354",AT&T Center,https://www.basketball-reference.com/boxscores/pbp/202002290SAS.html,202002290SAS
"Sat, Feb 29, 2020",9:00p,Golden State Warriors,115,Phoenix Suns,99,,"16,395",Talking Stick Resort Arena,https://www.basketball-reference.com/boxscores/pbp/202002290PHO.html,202002290PHO
